id,k9_key,composition,place,k1,k6,key_sig,year,date_text,age,category,type,created_at,spotify_track_id
170,230,"Canon ""Selig, selig alle""",Vienna,,,,1782,,26,Vocal Music (smaller forms),Canons,2025-09-05 20:46:27.448184+00,
171,231,"Canon in B-flat for 6 voices in 1, ""Leck mich im Arsch"" (doubtful)",Vienna,231,382c,B Flat Major,1782,1782,26,Vocal Music (smaller forms),Canons,2025-09-05 20:46:27.448184+00,
172,232,"Canon in G for 4 voices in 1, ""Lieber Freistadtler, lieber Gaulimauli""",Vienna,232,509a,G Major,1787,After 4 July 1787,31,Vocal Music (smaller forms),Canons,2025-09-05 20:46:27.448184+00,
173,236,"Andantino for Piano on ""Non vi turbare, no"" by Gluck",Vienna,,,E Flat Major,1781,,25,Supplement,Supplement,2025-09-05 20:46:27.448184+00,
174,237,March in D,Salzburg,237,189c,D Major,1774,Summer 1774,18,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:27.448184+00,
175,238,Piano Concerto No. 6 in B-flat,Salzburg,238,238,B Flat Major,1776,January 1776,20,Concertos,Concertos for piano,2025-09-05 20:46:27.448184+00,
176,239,"Serenade No. 6 in D, ""Serenata notturna""",Salzburg,239,239,D Major,1776,January 1776,20,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:27.448184+00,
177,24,"8 Variations in G on ""Laat ons Juichen""",The Hague,24,24,G Major,1766,7 March 1766,10,Piano Music,Variations for Piano,2025-09-05 20:46:27.448184+00,
178,240,Divertimento No. 9 in B-flat,Salzburg,240,240,B Flat Major,1776,January 1776,20,Divertimenti/Serenades,Divertimenti and serenades for wind instruments,2025-09-05 20:46:27.448184+00,
179,241,Church Sonata No. 9 in G,Salzburg,241,241,G Major,1776,January 1776,20,Church Sonatas,Church Sonatas,2025-09-05 20:46:27.448184+00,
180,242,"Concerto in F for three (or two) Pianos, No. 7, ""Lodron""",Salzburg,242,242,F Major,1776,February 1776,20,Concertos,Concertos for piano,2025-09-05 20:46:27.448184+00,
181,243,Litaniae de venerabili altaris sacramento in E-flat,Salzburg,243,243,E Flat Major,1776,March 1776,20,Sacred Works,Litanies and Vespers,2025-09-05 20:46:27.448184+00,
182,244,Church Sonata No. 10 in F,Salzburg,244,244,F Major,1776,April 1776,20,Church Sonatas,Church Sonatas,2025-09-05 20:46:27.448184+00,
183,245,Church Sonata No. 11 in D,Salzburg,245,245,D Major,1776,April 1776,20,Church Sonatas,Church Sonatas,2025-09-05 20:46:27.448184+00,
184,246,"Piano Concerto No. 8 in C, ""Lützow""",Salzburg,246,246,C Major,1776,April 1776,20,Concertos,Concertos for piano,2025-09-05 20:46:27.448184+00,
185,246b,Divertimento in D (fragment),nan,246b,320B,D Major,1776,1772/1773,20,Divertimenti/Serenades,Divertimenti for string and wind instruments,2025-09-05 20:46:27.448184+00,
186,247,"Divertimento No. 10 in F, ""Lodron No. 1"" (""Lodronische Nachtmusik"")",Salzburg,247,247,F Major,1776,June 1776,20,Divertimenti/Serenades,Divertimenti for string and wind instruments,2025-09-05 20:46:27.448184+00,
187,248,March in F,Salzburg,248,248,F Major,1776,June 1776,20,Divertimenti/Serenades,Divertimenti for string and wind instruments,2025-09-05 20:46:27.448184+00,
188,249,"March in D, ""Haffner""",Salzburg,249,249,D Major,1776,20 July 1776,20,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:27.448184+00,
189,25,"7 Variations in D on ""Willem van Nassau""",Amsterdam,25,25,D Major,1766,7 March 1766,10,Piano Music,Variations for Piano,2025-09-05 20:46:27.448184+00,
190,250,"Serenade No. 7 in D, ""Haffner""",Salzburg,250,248b,D Major,1776,21 July 1776,20,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:27.448184+00,
191,251,Divertimento No. 11 in D,Salzburg,251,251,D Major,1776,July 1776,20,Divertimenti/Serenades,Divertimenti for string and wind instruments,2025-09-05 20:46:27.448184+00,
192,252,Divertimento No. 12 in E-flat,Salzburg,252,240a,E Flat Major,1776,January and August 1776,20,Divertimenti/Serenades,Divertimenti and serenades for wind instruments,2025-09-05 20:46:27.448184+00,
193,253,Divertimento No. 13 in F,Salzburg,253,253,F Major,1776,August 1776,20,Divertimenti/Serenades,Divertimenti and serenades for wind instruments,2025-09-05 20:46:27.448184+00,
194,254,Piano Trio No. 1 in B-flat (Divertimento),Salzburg,254,254,B Flat Major,1776,August 1776,20,Chamber Music,"Quintets, quartets and trios with piano",2025-09-05 20:46:27.448184+00,
195,255,"Recitative and Aria for Alto, ""Ombra felice""",Salzburg,255,255,,1776,September 1776,20,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
196,256,"Aria for Tenor, ""Clarice cara mia sposa""",Salzburg,256,256,,1776,September 1776,20,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
197,257,"Missa in C, ""Credo"" or ""Spaur""",Salzburg,257,257,C Major,1776,1775 and 1777,20,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
198,258,"Missa brevis in C, ""Piccolomini"", formerly misidentified as ""Spaur""",Salzburg,258,258,C Major,1775,1775-1777,19,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
199,258a,Kyrie in C (fragment),Vienna?,Anh. 13,258a,C Major,1772,1787-1791,16,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
200,259,"Missa brevis in C, ""Organ Solo""",Salzburg,259,259,C Major,1787,1775-1777,31,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
201,26,Violin Sonata No. 11 in E-flat,The Hague,26,26,E Flat Major,1766,February 1766,10,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
202,260,"Offertory in D, ""Venite populi""",Salzburg,260,248a,D Major,1776,June 1776,20,Sacred Works,Smaller Church Works,2025-09-05 20:46:27.448184+00,
203,261,Adagio in E for Violin and Orchestra,Salzburg,261,261,E Major,1776,1776,20,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
204,262,Missa longa in C,Salzburg,262,246a,C Major,1775,1776,19,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
205,263,Church Sonata No. 12 in C,Salzburg,263,263,C Major,1776,December 1776,20,Church Sonatas,Church Sonatas,2025-09-05 20:46:27.448184+00,
206,264,"9 Variations in C on ""Lison dormait""",Paris,264,315d,C Major,1781,late August or September 1778,25,Piano Music,Variations for Piano,2025-09-05 20:46:27.448184+00,
207,265,"Twelve Variations on ""Ah vous dirai-je, Maman""",Vienna,265,300e,,1781,1781/1782,25,Piano Music,Variations for Piano,2025-09-05 20:46:27.448184+00,
208,266,Trio in B-flat,Salzburg,266,271f,B Flat Major,1777,Spring 1777,21,Chamber Music,Duos and Trios for Strings and Winds,2025-09-05 20:46:27.448184+00,
209,267,4 Contredanses,Salzburg,267,271c,,1777,1777,21,Orchestral Music,Dances and Marches,2025-09-05 20:46:27.448184+00,
210,269,Rondo in B-flat for Violin and Orchestra,Salzburg,269,261a,B Flat Major,1776,1775-1777,20,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
211,269b,4 Contredanse for Czernin,Salzburg,,,,1777,,21,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
212,27,Violin Sonata No. 12 in G,The Hague,27,27,G Major,1766,February 1766,10,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
213,270,Divertimento No. 14 in B-flat,Salzburg,270,270,B Flat Major,1777,January 1777,21,Divertimenti/Serenades,Divertimenti and serenades for wind instruments,2025-09-05 20:46:27.448184+00,
214,271,"Piano Concerto No. 9 in E-flat, ""Jeunehomme""",Salzburg,271,271,E Flat Major,1777,January 1777,21,Concertos,Concertos for piano,2025-09-05 20:46:27.448184+00,
215,271a,"Violin Concerto ""No. 7"" in D (possibly authentic; doubtful)",Salzburg or Paris?,271a,271i,D Major,1777,16 July 1777,21,,,2025-09-05 20:46:27.448184+00,
216,272,"Recitative and Aria for Soprano, ""Ah, lo previdi""",Salzburg,272,272,,1777,August 1777,21,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
217,273,"Hymn in F, ""Sancta Maria, mater Dei""",Salzburg,273,273,F Major,1777,9 September 1777,21,Sacred Works,Smaller Church Works,2025-09-05 20:46:27.448184+00,
218,274,Church Sonata No. 13 in G,Salzburg,274,271d,G Major,1777,1777,21,Church Sonatas,Church Sonatas,2025-09-05 20:46:27.448184+00,
219,275,Missa brevis in B-flat,Salzburg,275,272b,B Flat Major,1777,23 September 1777,21,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
220,276,Regina Coeli in C,Salzburg,276,321b,C Major,1779,1779,23,Sacred Works,Smaller Church Works,2025-09-05 20:46:27.448184+00,
221,277,"Offertory in F, ""Alma Dei creatoris""",Salzburg,277,272a,F Major,1777,Summer or Autumn 1777,21,Sacred Works,Smaller Church Works,2025-09-05 20:46:27.448184+00,
222,278,Church Sonata No. 14 in C,Salzburg,278,271e,C Major,1777,March - April 1777,21,Church Sonatas,Church Sonatas,2025-09-05 20:46:27.448184+00,
223,279,Piano Sonata No. 1 in C,Munich,279,189d,C Major,1775,early 1775,19,Piano Music,Piano sonatas,2025-09-05 20:46:27.448184+00,
224,28,Violin Sonata No. 13 in C,The Hague,28,28,C Major,1766,February 1766,10,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
225,280,Piano Sonata No. 2 in F,Munich,280,189e,F Major,1775,early 1775,19,Piano Music,Piano sonatas,2025-09-05 20:46:27.448184+00,
226,281,Piano Sonata No. 3 in B-flat,Munich,281,189f,B Flat Major,1775,early 1775,19,Piano Music,Piano sonatas,2025-09-05 20:46:27.448184+00,
227,282,Piano Sonata No. 4 in E-flat,Munich,282,189g,E Flat Major,1775,early 1775,19,Piano Music,Piano sonatas,2025-09-05 20:46:27.448184+00,
228,283,Piano Sonata No. 5 in G,Munich,283,189h,G Major,1775,early 1775,19,Piano Music,Piano sonatas,2025-09-05 20:46:27.448184+00,
229,284,"Piano Sonata No. 6 in D, ""Dürnitz""",Munich,284,205b,D Major,1775,early 1775,19,Piano Music,Piano sonatas,2025-09-05 20:46:27.448184+00,
230,284a,Prelude & Capriccio for Piano,Munich,,,C Major,1777,,21,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
231,284f,Rondeau for Piano (lost),Munich,nan,284f,,1777,28/29 November 1777,21,,,2025-09-05 20:46:27.448184+00,
232,285,Flute Quartet No. 1 in D,Mannheim,285,285,D Major,1777,25 December 1777,21,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
233,285a,Flute Quartet No. 2 in G (doubtful),Mannheim,nan,285a,G Major,1778,25 December 1777 and 14 February 1778,22,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
234,285b,Flute Quartet No. 3 in C,Vienna,Anh. 171,285b,C Major,1778,1781-1782,22,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
235,286,Notturno in D for Four Orchestras (Serenade No. 8),Salzburg,286,269a,D Major,1776,December 1776 or January 1777,20,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:27.448184+00,
236,287,"Divertimento No. 15 in B-flat major, ""Lodron No. 2"" (""Lodronische Nachtmusik"")",Salzburg,287,271H,B Flat Major,1777,June 1777,21,Divertimenti/Serenades,Divertimenti for string and wind instruments,2025-09-05 20:46:27.448184+00,
237,288,Divertimento in F (fragment),Salzburg,288,246c,F Major,1776,Summer 1776,20,Divertimenti/Serenades,Divertimenti for string and wind instruments,2025-09-05 20:46:27.448184+00,
238,289,Divertimento No. 16 in E-flat (doubtful),Salzburg,289,271g,E Flat Major,1777,1777,21,,,2025-09-05 20:46:27.448184+00,
239,29,Violin Sonata No. 14 in D,The Hague,29,29,D Major,1766,February 1766,10,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
240,290,March in D (opening to K. 167A),Vienna,290,167AB,D Major,1772,July 1773,16,Divertimenti/Serenades,Divertimenti for string and wind instruments,2025-09-05 20:46:27.448184+00,
241,"291,01",Adagio in D for Orchestra,nan,nan,Anh. A 52,D Major,1780,1780,24,,,2025-09-05 20:46:27.448184+00,
242,292,Duo in B-flat for Bassoon and Cello,Munich,292,196c,B Flat Major,1775,early 1775,19,Chamber Music,Duos and Trios for Strings and Winds,2025-09-05 20:46:27.448184+00,
243,293,Oboe Concerto in F (incomplete),Vienna,293,416f,F Major,1778,March 1783,22,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
244,293e,"Aria for Soprano ""Cara, la dolce fiamma"" after JC Bach",Mannheim,,,,1778,,22,Supplement,Supplement,2025-09-05 20:46:27.448184+00,
245,294,"Recitative and Aria for Soprano, ""Alcandro, lo confesso""",Mannheim,294,294,,1778,24 February 1778,22,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
246,295,"Aria for Tenor, ""Se al labbro mio non credi""",Mannheim,295,295,,1778,27 February 1778,22,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
247,296,Violin Sonata No. 17 in C,Mannheim,296,296,C Major,1778,11 March 1778,22,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
248,296c,Sanctus in E-flat (in conjunction with K. 322/296a),Mannheim,nan,296c,E Flat Major,1778,early 1778,22,,,2025-09-05 20:46:27.448184+00,
249,297,"Symphony No. 31 in D, ""Paris""",Paris,297,300a,D Major,1778,late May/early June 1778,22,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
250,297a,8 Pieces in a Miserere (lost),Paris,Anh. 1,297a,A Major,1778,Spring 1778,22,,,2025-09-05 20:46:27.448184+00,
251,297b,Sinfonia Concertante for Four Winds in E-flat (lost),Paris,Anh. 9,297b,E Flat Major,1778,April 1778,22,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
252,298,Flute Quartet No. 4 in A,Vienna,298,298,A Major,1786,1786-1787,30,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
253,299,Concerto for Flute and Harp in C,Paris,299,297c,C Major,1778,April 1778,22,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
254,299b,"Ballet, Les petits riens",Paris,Anh. 10,299b,,1778,11 July 1778,22,Vocal Music with Orchestra,"Music for Plays, Pantomimes and Ballets",2025-09-05 20:46:27.448184+00,
255,299c,Ballet Intermezzo (fragment),Paris,nan,299c,,1778,Summer 1778,22,Vocal Music with Orchestra,"Music for Plays, Pantomimes and Ballets",2025-09-05 20:46:27.448184+00,
256,3,Allegro in B-flat for Piano,Salzburg,3,3,B Flat Major,1762,4 March 1762,6,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
257,30,Violin Sonata No. 15 in F,The Hague,30,30,F Major,1766,February 1766,10,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
258,300,Gavotte,Paris,300,300,B Flat Major,1778,1778,22,Vocal Music with Orchestra,"Music for Plays, Pantomimes and Ballets",2025-09-05 20:46:27.448184+00,
259,301,Violin Sonata No. 18 in G,Mannheim,301,293a,G Major,1778,February 1778,22,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
260,302,Violin Sonata No. 19 in E-flat,Mannheim,302,293b,E Flat Major,1778,February 1778,22,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
261,303,Violin Sonata No. 20 in C,Mannheim,303,293c,C Major,1778,February 1778,22,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
262,304,Violin Sonata No. 21 in E minor,Paris,304,300c,E Minor,1778,early summer 1778,22,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
263,305,Violin Sonata No. 22 in A,Mannheim,305,293d,A Major,1778,Spring 1778,22,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
264,306,Violin Sonata No. 23 in D,Paris,306,300l,D Major,1778,Summer 1778,22,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
265,307,"Arietta in C, ""Oiseaux, si tous les ans""",Mannheim,307,284d,C Major,1777,30 October 1777 and 13 March 1778,21,Vocal Music (smaller forms),Lieder,2025-09-05 20:46:27.448184+00,
266,308,"Arietta, ""Dans un bois solitaire""",Mannheim,308,295b,,1778,30 October 1777 and 13 March 1778,22,Vocal Music (smaller forms),Lieder,2025-09-05 20:46:27.448184+00,
267,309,Piano Sonata No. 7 in C,Mannheim,309,284b,C Major,1777,October - November 1777,21,Piano Music,Piano sonatas,2025-09-05 20:46:27.448184+00,
268,31,Violin Sonata No. 16 in B-flat,The Hague,31,31,B Flat Major,1766,February 1766,10,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
269,310,Piano Sonata No. 8 in A minor,Paris,310,300d,A Minor,1778,Summer 1778,22,Piano Music,Piano sonatas,2025-09-05 20:46:27.448184+00,
270,311,Piano Sonata No. 9 in D,Mannheim,311,284c,D Major,1777,October - November 1777,21,Piano Music,Piano sonatas,2025-09-05 20:46:27.448184+00,
271,311A,Overture (lost or unidentified),Paris,Anh. 8,311A,,1778,August 1778,22,,,2025-09-05 20:46:27.448184+00,
272,312,Sonata movement for Piano in G minor (fragment),Vienna,312,189i/590d,G Minor,1790,1790/1791,34,Piano Music,Piano sonatas,2025-09-05 20:46:27.448184+00,
273,313,Flute Concerto No. 1 in G,Mannheim,313,285c,G Major,1778,January or February 1778,22,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
274,314,Oboe Concerto in C / Flute Concerto No. 2 in D,Mannheim,314,271k,D Major,1778,January or February 1778,22,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
275,315,Andante in C for Flute and Orchestra,Mannheim,315,285e,C Major,1780,January or February 1778,24,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
276,315a,8 Minuets,Salzburg,315a,315g,,1773,early 1779,17,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
277,315b,Scena,St. Germain,Anh. 3,315b,,1778,late August 1778,22,,,2025-09-05 20:46:27.448184+00,
278,315e,"Music to ""Semiramis""",Mannheim,Anh. 11,315e,,1778,November 1778,22,,,2025-09-05 20:46:27.448184+00,
279,315f,"Concerto for Violin, Piano, and Orchestra (fragment)",Mannheim,Anh. 56,315f,D Major,1777,November 1778,21,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
280,316,"Recitative and Aria for Soprano, ""Popoli di Tessaglia""",Munich,316,300b,,1779,8 January 1779,23,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
281,317,"""Coronation Mass"" in C",Salzburg,317,317,C Major,1779,23 March 1779,23,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
282,318,Symphony No. 32 in G,Salzburg,318,318,G Major,1779,26 April 1779,23,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
283,319,Symphony No. 33 in B-flat,Salzburg,319,319,B Flat Major,1779,9 July 1779,23,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
284,32,Gallimathias musicum (quodlibet),The Hague,32,32,,1766,early March 1766,10,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:27.448184+00,
285,320,"Serenade No. 9 in D, ""Posthorn""",Salzburg,320,320,D Major,1779,3 August 1779,23,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:27.448184+00,
286,320e,"Sinfonia Concertante for Violin, Viola, and Cello (fragment)",Salzburg,Anh. 104,320e,A Major,1779,Summer 1779,23,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
287,320f,La Chasse (fragment),Paris,Anh. 103,299d,A Major,1778,Autumn 1778,22,Vocal Music with Orchestra,"Music for Plays, Pantomimes and Ballets",2025-09-05 20:46:27.448184+00,
288,321,Vesperae de Dominica in C,Salzburg,321,321,C Major,1779,1779,23,Sacred Works,Litanies and Vespers,2025-09-05 20:46:27.448184+00,
289,321a,Magnificat in C (fragment),Salzburg,nan,321a,C Major,1779,1779,23,Sacred Works,Litanies and Vespers,2025-09-05 20:46:27.448184+00,
290,322,Kyrie in E-flat (fragment; completed by M. Stadler),Mannheim,322,296a,E Flat Major,1778,early 1778,22,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
291,323,Kyrie in C (fragment; completed by M. Stadler),Salzburg,Anh. 15,323,C Major,1790,1779?,34,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
292,323a,Gloria in C (in conjunction with K. 323),Salzburg,Anh. 20,323a,C Major,1790,1779?,34,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
293,328,Church Sonata No. 16 in C,Salzburg,328,317c,C Major,1779,early 1779?,23,Church Sonatas,Church Sonatas,2025-09-05 20:46:27.448184+00,
294,329,Church Sonata No. 15 in C,Salzburg,329,317a,C Major,1779,March 1779?,23,Church Sonatas,Church Sonatas,2025-09-05 20:46:27.448184+00,
295,32a,The Third Sketchbook (lost),Netherlands,nan,32a,,1765,Winter 1765-66,9,,,2025-09-05 20:46:27.448184+00,
296,33,Kyrie in F,Paris,33,33,F Major,1766,12 June 1766,10,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
297,330,Piano Sonata No. 10 in C,Vienna or Salzburg,330,300h,C Major,1783,1783,27,Piano Music,Piano sonatas,2025-09-05 20:46:27.448184+00,
298,331,"Piano Sonata No. 11 in A, ""Alla Turca""",Vienna or Salzburg,331,300i,A Major,1783,1783,27,Piano Music,Piano sonatas,2025-09-05 20:46:27.448184+00,
299,332,Piano Sonata No. 12 in F,Vienna or Salzburg,332,300k,F Major,1783,1783,27,Piano Music,Piano sonatas,2025-09-05 20:46:27.448184+00,
300,333,"Piano Sonata No. 13 in B-flat, ""Linz""",Linz and Vienna,333,315c,B Flat Major,1783,1783-1784,27,Piano Music,Piano sonatas,2025-09-05 20:46:27.448184+00,
301,334,Divertimento No. 17 in D major,Salzburg,334,320b,D Major,1779,Summer 1780,23,Divertimenti/Serenades,Divertimenti for string and wind instruments,2025-09-05 20:46:27.448184+00,
302,335,Two marches in D,Salzburg,335,320a,D Major,1779,early August 1779,23,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:27.448184+00,
303,336,Church Sonata No. 17 in C,Salzburg,336,336d,C Major,1780,March 1780,24,Church Sonatas,Church Sonatas,2025-09-05 20:46:27.448184+00,
304,337,Missa solemnis in C,Salzburg,337,337,C Major,1780,March 1780,24,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
305,338,Symphony No. 34 in C,Salzburg,338,338,C Major,1780,29 August 1780,24,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
306,339,Vesperae solennes de confessore in C,Salzburg,339,339,C Major,1780,1780,24,Sacred Works,Litanies and Vespers,2025-09-05 20:46:27.448184+00,
307,33a,Solos for Flute (lost),Lausanne,nan,33a,,1766,1766,10,,,2025-09-05 20:46:27.448184+00,
308,33b,Solos for Cello (lost),Donaueschingen,nan,33b,,1766,1766,10,,,2025-09-05 20:46:27.448184+00,
309,33c,"""Stabat mater"" for 4 voices in G (lost)",Paris or Salzburg,nan,33c,G Major,1766,1766,10,,,2025-09-05 20:46:27.448184+00,
310,33d,Piano Sonata in G (lost),Salzburg,Anh. 199,33d,G Major,1766,1766,10,,,2025-09-05 20:46:27.448184+00,
311,33e,Piano Sonata in B-flat (lost),Salzburg,Anh. 200,33e,B Flat Major,1766,1766,10,,,2025-09-05 20:46:27.448184+00,
312,33f,Piano Sonata in C (lost),Salzburg,Anh. 201,33f,C Major,1766,1766,10,,,2025-09-05 20:46:27.448184+00,
313,33g,Piano Sonata in F (lost; doubtful),Salzburg,Anh. 202,33g,F Major,1766,1766,10,,,2025-09-05 20:46:27.448184+00,
314,33h,Waldhornstück (lost),Salzburg,nan,33h,,1766,1766,10,,,2025-09-05 20:46:27.448184+00,
315,34,"Offertory in C, ""Scande coeli limina""",Bavaria,34,34,C Major,1766,early 1767,10,Sacred Works,Smaller Church Works,2025-09-05 20:46:27.448184+00,
316,341,Kyrie in D minor,Vienna,341,368a,D Minor,1787,1787-1791,31,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
317,343,2 German Hymns,Prague or Vienna,343,336c,,1787,c. early 1787,31,Vocal Music (smaller forms),Lieder,2025-09-05 20:46:27.448184+00,
318,344,Zaide (Das Serail),Salzburg,344,336b,,1779,1779,23,Vocal Music with Orchestra,Operas and Singspiels,2025-09-05 20:46:27.448184+00,
319,345,"2 Choruses/5 Entr'actes for ""Thamos, König in Ägypten""",Salzburg,nan,173d,,1773,3 October 1773,17,Vocal Music with Orchestra,Operas and Singspiels,2025-09-05 20:46:27.448184+00,
320,345,"Choruses and Entr'actes for Thamos, König in Ägypten",Salzburg,345,336a,,1773,1779,17,Vocal Music with Orchestra,Operas and Singspiels,2025-09-05 20:46:27.448184+00,
321,346,"Notturno ""Luci care, luci belle""",Vienna,,,,1787,,31,Vocal Music (smaller forms),Notturni & Polyphonic singing,2025-09-05 20:46:27.448184+00,
322,347,"Canon ""Lasst uns ziehn""",Vienna,,,,1785,,29,Vocal Music (smaller forms),Canons,2025-09-05 20:46:27.448184+00,
323,348,"Canon ""V'amo di core teneramente""",Vienna,,,,1782,,26,Vocal Music (smaller forms),Canons,2025-09-05 20:46:27.448184+00,
324,349,"Song, ""Die Zufriedenheit""",Munich,349,367a,,1780,8 November 1780 and mid-March 1781,24,Vocal Music (smaller forms),Lieder,2025-09-05 20:46:27.448184+00,
325,35,Die Schuldigkeit des ersten Gebots,Salzburg,35,35,,1767,1767,11,Sacred Works,"Oratorios, Sacred Singspiels and Cantatas",2025-09-05 20:46:27.448184+00,
326,351,"Song, ""Komm, liebe Zither""",Munich,351,367b,,1780,8 November 1780 and mid-March 1781,24,Vocal Music (smaller forms),Lieder,2025-09-05 20:46:27.448184+00,
327,352,"8 Variations in F on ""Dieu d'amour"" from Les mariages samnites by André Grétry",Vienna,352,374c,F Major,1781,June 1781,25,Piano Music,Variations for Piano,2025-09-05 20:46:27.448184+00,
328,353,"12 Variations in E-flat on ""La belle Françoise""",Paris,353,300f,E Flat Major,1778,1778,22,Piano Music,Variations for Piano,2025-09-05 20:46:27.448184+00,
329,354,"12 Variations for Piano on ""Je suis Lindor""",Paris,354,299a,,1778,1778,22,Piano Music,Variations for Piano,2025-09-05 20:46:27.448184+00,
330,355,Minuet for Piano in D,Vienna,355,576b,D Major,1780,July 1789,24,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
331,356,Adagio in C for Glass Harmonica,Vienna,356,617a,C Major,1791,1791,35,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
332,357,Piano Sonata for Four Hands (Fragment),Vienna,,,G Major,1786,,30,Piano Music,Works for two pianos and for piano four hands,2025-09-05 20:46:27.448184+00,
333,"357,01",Allegro in G for Piano Four-Hands (in conjunction with K. 500a),Vienna,357/1,497a,G Major,1786,late Summer 1786,30,,,2025-09-05 20:46:27.448184+00,
